64,184,VISTA DEL CAMPO NORTE (NW CORNER OUTSIDE BLDG 295),-117.82365810700,33.64555406840
65,182,VISTA DEL CAMPO NORTE (N OF BLDG 292 PARKING),-117.82316410800,33.64639381910
66,183,VISTA DEL CAMPO NORTE (BETWEEN BLDG 292 & 293 WALKWAY),-117.82403483600,33.64652422160
67,181,VISTA DEL CAMPO NORTE (N OF BLDG 290 PARKING),-117.82378908400,33.64749927250
68,179,VISTA DEL CAMPO NORTE (NW OF BLDG 290 PARKING),-117.82423381900,33.64787485910
69,175,VISTA DEL CAMPO NORTE (NW OF BLDG 285 PARKING),-117.82495693900,33.64934242880
70,174,VISTA DEL CAMPO NORTE (SW OF BLDG 285 PARKING),-117.82574467300,33.64913722520
71,176,VISTA DEL CAMPO NORTE (N OF BLDG 288 PARKING),-117.82472104700,33.64868537000
72,177,VISTA DEL CAMPO NORTE (N OF BLDG 287 GUEST PARKING),-117.82541632300,33.64817118110
73,178,VISTA DEL CAMPO NORTE (IN POOL AREA NEXT TO BLDG 287),-117.82519676500,33.64768576520
74,180,VISTA DEL CAMPO NORTE (BETWEEN BLDG 289 & 290 WALKWAY),-117.82464062100,33.64745234600
75,168,"VDC CAMINO DEL SOL BLDG 330 @ POOL",-117.82464961200,33.64493636580
76,172,"VDC CAMINO DEL SOL BLDG 307 COURTYARD",-117.82515729300,33.64549877190
77,171,"VDC CAMINO DEL SOL BLDG 309 NW Sidewalk",-117.82574707500,33.64540972910
78,169,"VDC CAMINO DEL SOL BLDG 304 SE CORNER",-117.82452524800,33.64524575400
79,39,1080 ARROYO VISTA,-117.82633004900,33.64590694600
80,38,1040 ARROYO VISTA,-117.82620786600,33.64626301520
81,85,ARROYO VISTA PARKING LOT AV2,-117.82553436600,33.64724097200
82,173,"VDC CAMINO DEL SOL BLDG 303 NE ENTRANCE",-117.82467813600,33.64569414600
83,115,EAST CAMPUS PARKING STRUCTURE - SOUTH 2ND FLR,-117.82802472300,33.64467724390
84,116,EAST CAMPUS PARKING STRUCTURE - SOUTH 3RD FLR,-117.82806443800,33.64472574750
85,117,EAST CAMPUS PARKING STRUCTURE - SOUTH 4TH FLR,-117.82810525700,33.64477514070
86,118,EAST CAMPUS PARKING STRUCTURE - SOUTH 5TH FLR,-117.82814874500,33.64482146310
87,119,EAST CAMPUS PARKING STRUCTURE - SOUTH 6TH FLR,-117.82818417400,33.64486755650
88,120,EAST CAMPUS PARKING STRUCTURE - SOUTH 7TH FLR,-117.82821999100,33.64491453680
89,159,"VDC PUERTO DEL SOL BLDG 10000 A2 CENTER CRTYRD",-117.83288019000,33.64782638500
90,52,EH&S PARKING LOT,-117.85039789900,33.63945622420
91,29,PARKING LOT 16,-117.84672659200,33.64312710330
92,40,MESA PARKING STRUC GROUND LEV,-117.84630872400,33.65045524010
93,41,MESA PARKING STRUC 2ND LEV,-117.84634721100,33.65050738490
94,42,MESA PARKING STRUC 3RD LEV,-117.84638724300,33.65055331880
95,43,MESA PARKING STRUC 4TH LEV,-117.84643014300,33.65060145750
96,44,MESA PARKING STRUC 5TH LEV,-117.84647392400,33.65064555970
97,45,Bus Shelter - Crawford Hall,-117.84735102800,33.64792994650
98,24,NORTH CAMPUS PARKING LOT 90,-117.85404937400,33.66500586130
99,48,PARKING LOT 83,-117.85165248800,33.64259210590
100,53,PARKING LOT 82  BECKMAN,-117.85044689900,33.64340528940
101,51,LOT 17A NEXT TO CENTRAL HOUSING,-117.83466970600,33.64519494130
102,22,MIDDLE EARTH OUTSIDE QUENYA,-117.83645722300,33.64407252260
103,23,UNV EXTENSION H (BLDG.# 236),-117.83613268000,33.64498185810
104,54,AV1 PARKING LOT ARROYO VISTA,-117.82868278800,33.64809608360
105,84,ARROYO VISTA PARKING LOT AV2,-117.82620072400,33.64768919230
106,37,1022 ARROYO VISTA,-117.82693968200,33.64750855700
107,36,1006 ARROYO VISTA,-117.82857378900,33.64724518450
108,13,LOT 4 PARKING STRUC GRND LEV,-117.84182167500,33.64973589330
109,14,LOT 4 PARKING STRUC 2ND LEV,-117.84177426300,33.64976467460
110,15,LOT 4 PARKING STRUC 3RD LEV,-117.84172371700,33.64979846710
111,16,LOT 4 PARKING STRUC 4TH LEV,-117.84167197000,33.64983436140
112,17,LOT 4 PARKING STRUC 5TH LEV,-117.84161906700,33.64986922900
113,60,SSPS LEV 1 COLUMN C  (WEST Stairway),-117.83812743700,33.64751464300
114,63,SSPS LEV 2 COLUMN C  (WEST Stairway),-117.83807057000,33.64753326290
115,66,SSPS LEV 3 COLUMN C  (WEST Stairway),-117.83801414200,33.64755912520
116,69,SSPS LEV 4 COLUMN C  (WEST Stairway),-117.83796370100,33.64758881920
117,72,SSPS LEV 5 COLUMN C  (WEST Stairway),-117.83791019600,33.64762405810
118,75,SSPS LEV 6 COLUMN C  (WEST Stairway),-117.83786174600,33.64765684390
119,78,SSPS LEV 7 COLUMN C  (WEST Stairway),-117.83780527000,33.64768500790
120,59,SSPS LEV 1 COLUMN B  (MIDDLE STAIRWAY),-117.83746235300,33.64730316520
121,62,SSPS LEV 2 COLUMN B  (MIDDLE STAIRWAY),-117.83748622900,33.64734802630
122,65,SSPS LEV 3 COLUMN B  (MIDDLE STAIRWAY),-117.83751460200,33.64739780030
123,68,SSPS LEV 4 COLUMN B  (MIDDLE STAIRWAY),-117.83754180200,33.64744521600
124,71,SSPS LEV 5 COLUMN B  (MIDDLE STAIRWAY),-117.83756889500,33.64749463030
125,74,SSPS LEV 6 COLUMN B  (MIDDLE STAIRWAY),-117.83759644100,33.64754610290
126,77,SSPS LEV 7 COLUMN B  (MIDDLE STAIRWAY),-117.83762483600,33.64759664030
127,58,SSPS LEV 1 COLUMN A  (EAST STAIRWAY),-117.83666196900,33.64718514210
128,61,SSPS LEV 2 COLUMN A  (EAST STAIRWAY),-117.83670263500,33.64722652180
129,64,SSPS LEV 3 COLUMN A  (EAST STAIRWAY),-117.83674567200,33.64726836540
130,67,SSPS LEV 4 COLUMN A  (EAST STAIRWAY),-117.83678549500,33.64730953400
131,70,SSPS LEV 5 COLUMN A  (EAST STAIRWAY),-117.83682633500,33.64735233160
132,73,SSPS LEV 6 COLUMN A  (EAST STAIRWAY),-117.83686684800,33.64739602340
133,76,SSPS LEV 7 COLUMN A  (EAST STAIRWAY),-117.83690870200,33.64743778550
134,98,ENG PARKING STRUCTURE LEV 1 EAST STAIRWAY,-117.83846291200,33.64308728510
135,100,ENG PARKING STRUCTURE LEV 2 EAST STAIRWAY,-117.83839965000,33.64311174420
136,102,ENG PARKING STRUCTURE LEV 3 EAST STAIRWAY,-117.83833270300,33.64313751980
137,104,ENG PARKING STRUCTURE LEV 4 EAST STAIRWAY,-117.83827233900,33.64316917280
138,106,ENG PARKING STRUCTURE LEV 5 EAST STAIRWAY,-117.83821371600,33.64320161680
139,108,ENG PARKING STRUCTURE LEV 6 EAST STAIRWAY,-117.83815462700,33.64323141310
140,110,ENG PARKING STRUCTURE LEV 7 EAST STAIRWAY,-117.83809502200,33.64326824920
141,99,ENG PARKING STRUCTURE LEV 1 NORTH STAIRWAY,-117.83716398200,33.64327079090
142,101,ENG PARKING STRUCTURE LEV 2 NORTH STAIRWAY,-117.83720987400,33.64323367720
143,103,ENG PARKING STRUCTURE LEV3 NORTH STAIRWAY,-117.83725818700,33.64320061730
144,105,ENG PARKING STRUCTURE LEV 4 NORTH STAIRWAY,-117.83731254900,33.64317029380
145,107,ENG PARKING STRUCTURE LEV 5 NORTH STAIRWAY,-117.83736468500,33.64314192190
146,109,ENG PARKING STRUCTURE LEV 6 NORTH STAIRWAY,-117.83741486000,33.64310585450
147,111,ENG PARKING STRUCTURE LEV 7 NORTH STAIRWAY,-117.83746892800,33.64307501440
148,112,PALO VERDE CLUBHOUSE,-117.83469813900,33.64256063390
149,33,SCIENCE LIBRARY BRIDGE,-117.84810724600,33.64581629270
150,92,PALO VERDE 2 OUTSIDE BLDG.8200,-117.83308656100,33.64093973230
162,27,BIO SCI LECTURE HALL (BASEMENT),-117.84448882300,33.64555614920
163,31,CRAWFORD WOMENS LOCKER RM,-117.84780345800,33.64807544110
164,35,FARM SCHOOL BARN,-117.82890552800,33.64231813710
165,79,SSPS UNDER BRIDGE TO STRUCTURE,-117.83749799100,33.64718995450
166,162,"VDC PUERTO DEL SOL BLDG 11000 EASTSIDE",-117.83088987000,33.64838932580
