1,-117.84559094400,33.65010225160
2,-117.84496139200,33.65040342400
3,-117.84488620900,33.64998896190
4,-117.84501711000,33.64995078660
5,-117.84078154500,33.64431413160
6,-117.84396563000,33.64354383150
7,-117.84575639400,33.64568623610
8,-117.84452293200,33.64839436640
9,-117.84249951400,33.64872460950
10,-117.84365204600,33.64822441410
11,-117.84343369700,33.64346134070
12,-117.84346632700,33.64397988970
13,-117.84050172300,33.64640262790
14,-117.83743367200,33.64649153390
15,-117.83740776700,33.64628115630
16,-117.83906408700,33.64712367770
17,-117.83942377800,33.64699239470
18,-117.84786043000,33.64814746040
19,-117.84175444400,33.64397676030
20,-117.84197579900,33.64414576200
21,-117.84160199500,33.64446559420
